,predictions,target
0,0.0,0
1,0.0,0
2,0.0,0
3,1.0,1
4,1.0,1
5,0.0,1
6,1.0,1
7,0.0,0
8,1.0,1
9,0.0,1
10,0.0,0
11,0.0,0
12,0.0,0
13,0.0,0
14,0.0,0
15,0.0,1
16,1.0,0
17,1.0,0
18,0.0,0
19,1.0,1
20,0.0,1
21,1.0,1
22,1.0,1
23,1.0,1
24,1.0,0
25,0.0,1
26,1.0,1
27,1.0,1
28,0.0,1
29,0.0,1
30,0.0,1
31,0.0,0
32,0.0,0
33,0.0,1
34,0.0,1
35,0.0,0
36,0.0,1
37,1.0,1
38,0.0,0
39,0.0,1
40,0.0,0
41,0.0,0
42,0.0,1
43,0.0,0
44,0.0,1
45,1.0,1
46,0.0,1
47,0.0,0
48,0.0,1
49,0.0,0
50,0.0,1
51,0.0,0
52,1.0,1
53,0.0,0
54,0.0,1
55,0.0,1
56,0.0,0
57,0.0,0
58,1.0,0
59,0.0,1
60,1.0,0
61,0.0,0
62,1.0,0
63,1.0,1
64,1.0,1
65,1.0,1
66,1.0,1
67,0.0,1
68,0.0,0
69,0.0,0
70,0.0,0
71,0.0,0
72,0.0,0
73,1.0,0
74,1.0,0
75,1.0,1
76,1.0,0
77,1.0,0
78,1.0,1
79,1.0,1
80,0.0,0
81,1.0,1
82,1.0,0
83,0.0,0
84,0.0,0
85,1.0,1
86,1.0,0
87,1.0,1
88,1.0,1
89,1.0,1
90,1.0,0
91,0.0,0
92,0.0,0
93,0.0,0
94,1.0,1
95,0.0,0
96,1.0,1
97,1.0,0
98,0.0,0
99,1.0,1
100,1.0,1
101,1.0,1
102,0.0,1
103,1.0,0
104,0.0,1
105,0.0,1
106,1.0,1
107,0.0,1
108,0.0,1
109,0.0,1
110,0.0,0
111,1.0,0
112,1.0,0
113,0.0,1
114,0.0,1
115,0.0,0
116,0.0,0
117,1.0,1
118,1.0,0
119,0.0,0
120,1.0,1
121,0.0,1
122,0.0,1
123,1.0,0
124,0.0,0
125,0.0,0
126,0.0,1
127,1.0,0
128,1.0,1
129,1.0,0
130,0.0,0
131,1.0,1
132,1.0,0
133,1.0,1
134,1.0,1
135,0.0,0
136,0.0,0
137,1.0,1
138,1.0,1
139,1.0,1
140,0.0,0
141,0.0,1
142,0.0,1
143,0.0,0
144,0.0,0
145,1.0,1
146,0.0,1
147,0.0,1
148,0.0,1
149,0.0,1
150,0.0,0
151,0.0,0
152,0.0,1
153,0.0,1
154,0.0,1
155,0.0,1
156,1.0,1
157,0.0,0
158,0.0,0
159,0.0,1
160,0.0,0
161,0.0,1
162,0.0,0
163,0.0,1
164,0.0,1
165,0.0,0
166,0.0,0
167,0.0,1
168,0.0,1
169,0.0,0
170,0.0,0
171,1.0,1
172,0.0,1
173,0.0,0
174,0.0,0
175,1.0,1
176,0.0,0
177,1.0,1
178,0.0,0
179,1.0,1
180,0.0,0
181,1.0,1
182,0.0,0
183,0.0,0
184,1.0,1
185,1.0,1
186,1.0,1
187,0.0,0
188,0.0,0
189,0.0,0
190,1.0,1
191,1.0,1
192,0.0,0
193,1.0,1
194,0.0,1
195,0.0,0
196,0.0,0
197,1.0,0
198,0.0,1
199,0.0,0
200,1.0,1
201,0.0,0
202,0.0,0
203,1.0,1
204,0.0,0
205,1.0,1
206,1.0,1
207,0.0,1
208,0.0,1
209,0.0,0
210,0.0,1
211,0.0,0
212,1.0,1
213,0.0,0
214,0.0,0
215,0.0,0
216,0.0,0
217,1.0,1
218,1.0,1
219,0.0,1
220,0.0,1
221,0.0,0
222,0.0,1
223,0.0,0
224,0.0,1
225,0.0,1
226,0.0,0
227,0.0,0
228,0.0,1
229,0.0,1
230,0.0,1
231,0.0,1
232,1.0,1
233,0.0,0
234,1.0,0
