,predictions,target
0,0.0,1
1,0.0,0
2,0.0,1
3,0.0,0
4,0.0,0
5,0.0,0
6,0.0,1
7,0.0,0
8,0.0,1
9,0.0,1
10,0.0,0
11,0.0,1
12,0.0,1
13,0.0,1
14,1.0,1
15,0.0,1
16,0.0,0
17,0.0,0
18,0.0,1
19,0.0,0
20,0.0,1
21,0.0,1
22,0.0,0
23,0.0,1
24,0.0,1
25,0.0,0
26,0.0,0
27,0.0,1
28,1.0,0
29,0.0,0
30,0.0,0
31,0.0,1
32,0.0,1
33,0.0,1
34,0.0,0
35,0.0,1
36,0.0,1
37,0.0,0
38,0.0,1
39,1.0,1
40,0.0,0
41,0.0,1
42,1.0,1
43,0.0,1
44,1.0,0
45,1.0,0
46,0.0,1
47,0.0,1
48,0.0,0
49,0.0,0
50,0.0,0
51,0.0,0
52,1.0,0
53,0.0,0
54,1.0,0
55,1.0,1
56,1.0,0
57,1.0,0
58,0.0,1
59,0.0,1
60,1.0,0
61,0.0,0
62,1.0,0
63,0.0,1
64,0.0,1
65,0.0,0
66,0.0,0
67,0.0,1
68,0.0,1
69,1.0,1
70,1.0,1
71,0.0,0
72,0.0,1
73,0.0,0
74,1.0,1
75,1.0,0
76,0.0,1
77,0.0,1
78,0.0,0
79,1.0,0
80,0.0,1
81,0.0,1
82,0.0,1
83,0.0,1
84,0.0,1
85,0.0,1
86,0.0,1
87,0.0,0
88,0.0,1
89,1.0,0
90,0.0,0
91,1.0,1
92,0.0,0
93,0.0,1
94,0.0,0
95,0.0,0
96,0.0,0
97,1.0,1
98,0.0,1
99,1.0,1
100,0.0,0
101,1.0,1
102,0.0,1
103,1.0,1
104,0.0,0
105,0.0,0
106,1.0,1
107,0.0,1
108,0.0,1
109,0.0,1
110,0.0,1
111,0.0,0
112,1.0,0
113,1.0,1
114,1.0,1
115,0.0,0
116,1.0,1
117,1.0,0
118,1.0,1
119,0.0,0
120,1.0,1
121,0.0,0
122,0.0,0
123,1.0,1
124,0.0,0
125,1.0,1
126,0.0,1
127,0.0,0
128,0.0,0
129,0.0,0
130,0.0,0
131,1.0,1
132,0.0,0
133,0.0,0
134,0.0,0
135,1.0,0
136,0.0,1
137,0.0,0
138,0.0,0
139,1.0,1
140,1.0,1
141,0.0,0
142,1.0,1
143,1.0,0
144,1.0,1
145,1.0,0
146,0.0,0
147,0.0,0
148,1.0,1
149,0.0,0
150,1.0,1
151,0.0,1
152,1.0,1
153,1.0,1
154,1.0,0
155,0.0,1
156,1.0,0
157,1.0,0
158,0.0,0
159,0.0,0
160,0.0,0
161,1.0,1
162,0.0,1
163,0.0,0
164,1.0,1
165,1.0,1
166,0.0,0
167,1.0,1
168,1.0,1
169,1.0,0
170,0.0,0
171,0.0,0
172,0.0,1
173,0.0,0
174,0.0,1
175,0.0,1
176,1.0,1
177,0.0,1
178,1.0,1
179,0.0,1
180,1.0,1
181,1.0,0
182,0.0,0
183,1.0,1
