,predictions,target
0,1.0,1
1,1.0,1
2,1.0,1
3,1.0,0
4,0.0,0
5,1.0,1
6,0.0,1
7,1.0,1
8,1.0,1
9,0.0,0
10,0.0,1
11,1.0,1
12,1.0,0
13,1.0,0
14,1.0,0
15,0.0,0
16,1.0,0
17,0.0,1
18,0.0,0
19,1.0,1
20,0.0,0
21,0.0,1
22,1.0,1
23,0.0,0
24,1.0,1
25,0.0,0
26,0.0,1
27,1.0,1
28,1.0,0
29,1.0,0
30,1.0,1
31,1.0,0
32,0.0,1
33,1.0,1
34,0.0,0
35,0.0,0
36,1.0,0
37,1.0,0
38,0.0,0
39,0.0,0
40,0.0,1
41,0.0,0
42,1.0,0
43,1.0,0
44,0.0,0
45,1.0,0
46,0.0,0
47,1.0,0
48,0.0,1
49,1.0,1
50,1.0,1
51,0.0,1
52,1.0,1
53,1.0,1
54,0.0,0
55,1.0,0
56,1.0,0
57,1.0,1
58,0.0,0
59,0.0,0
60,0.0,0
61,1.0,1
62,0.0,0
63,1.0,0
64,1.0,1
65,0.0,1
66,1.0,0
67,1.0,1
68,0.0,1
69,1.0,0
70,0.0,0
71,1.0,0
72,1.0,0
73,1.0,0
74,0.0,0
75,1.0,0
76,0.0,1
77,0.0,1
78,0.0,0
79,1.0,0
80,0.0,0
81,0.0,1
82,0.0,1
83,1.0,0
84,0.0,0
85,1.0,1
86,1.0,1
87,0.0,1
88,0.0,0
89,1.0,1
90,1.0,0
91,0.0,1
92,0.0,1
93,1.0,1
94,0.0,0
95,1.0,1
96,0.0,0
97,1.0,1
98,1.0,1
99,1.0,1
100,0.0,0
101,1.0,1
102,0.0,0
103,1.0,0
104,0.0,0
105,1.0,0
106,0.0,0
107,1.0,1
108,0.0,1
109,1.0,1
110,0.0,0
111,0.0,1
112,0.0,0
113,0.0,0
114,1.0,1
115,0.0,0
116,1.0,1
117,1.0,1
118,0.0,1
119,1.0,1
120,0.0,1
121,0.0,0
122,1.0,0
123,1.0,0
124,1.0,1
125,0.0,0
126,0.0,1
127,1.0,0
128,1.0,1
129,0.0,1
130,1.0,1
131,1.0,1
132,1.0,1
133,1.0,0
134,1.0,0
135,0.0,0
136,0.0,0
137,1.0,0
138,1.0,1
139,1.0,1
140,0.0,0
141,1.0,1
142,1.0,1
143,0.0,0
144,1.0,1
145,0.0,0
146,0.0,0
147,0.0,0
148,0.0,1
149,1.0,0
150,1.0,0
151,0.0,0
152,0.0,0
153,0.0,0
154,0.0,1
155,1.0,1
156,0.0,0
157,1.0,1
158,1.0,1
159,1.0,0
160,0.0,0
161,1.0,1
162,0.0,0
163,0.0,1
164,0.0,1
165,0.0,0
166,0.0,0
167,0.0,0
168,1.0,0
169,1.0,1
170,1.0,1
171,0.0,0
172,1.0,1
173,0.0,1
174,0.0,1
175,1.0,1
176,0.0,0
177,1.0,1
178,0.0,1
179,1.0,1
180,0.0,0
181,1.0,1
182,1.0,1
183,1.0,1
184,1.0,0
185,1.0,1
186,1.0,0
187,0.0,0
188,1.0,0
