,predictions,target
0,1.0,1
1,1.0,0
2,0.0,0
3,1.0,1
4,0.0,1
5,0.0,0
6,0.0,1
7,1.0,0
8,1.0,0
9,1.0,1
10,0.0,0
11,0.0,1
12,0.0,0
13,0.0,1
14,0.0,0
15,1.0,1
16,1.0,1
17,0.0,1
18,0.0,1
19,0.0,0
20,0.0,0
21,0.0,0
22,1.0,1
23,0.0,0
24,1.0,1
25,0.0,1
26,0.0,0
27,0.0,0
28,0.0,1
29,0.0,1
30,0.0,0
31,1.0,1
32,1.0,1
33,0.0,0
34,0.0,0
35,0.0,0
36,1.0,1
37,1.0,1
38,0.0,0
39,0.0,1
40,0.0,0
41,0.0,1
42,0.0,0
43,0.0,0
44,0.0,0
45,0.0,0
46,0.0,0
47,0.0,0
48,1.0,1
49,1.0,1
50,1.0,1
51,0.0,1
52,0.0,0
53,1.0,1
54,1.0,0
55,1.0,0
56,0.0,0
57,1.0,0
58,1.0,0
59,1.0,1
60,0.0,0
61,1.0,1
62,0.0,0
63,1.0,1
64,1.0,1
65,0.0,1
66,0.0,1
67,0.0,0
68,0.0,0
69,0.0,1
70,1.0,1
71,0.0,0
72,1.0,0
73,0.0,0
74,1.0,0
75,1.0,1
76,0.0,0
77,1.0,0
78,0.0,1
79,0.0,0
80,0.0,0
81,1.0,1
82,1.0,1
83,0.0,0
84,1.0,1
85,1.0,1
86,1.0,1
87,1.0,0
88,1.0,0
89,0.0,0
90,1.0,1
91,1.0,1
92,0.0,0
93,1.0,1
94,0.0,0
95,1.0,0
96,0.0,1
97,0.0,0
98,0.0,1
99,0.0,1
100,0.0,0
101,1.0,1
102,0.0,1
103,0.0,0
104,1.0,1
105,0.0,0
106,1.0,1
107,0.0,1
108,0.0,1
109,1.0,1
110,0.0,1
111,0.0,0
112,0.0,1
113,0.0,0
114,0.0,0
115,0.0,0
116,0.0,0
117,0.0,0
118,1.0,1
119,0.0,1
120,0.0,0
121,0.0,0
122,0.0,0
123,0.0,0
124,1.0,1
125,0.0,0
126,0.0,0
127,0.0,0
128,0.0,0
129,1.0,1
130,1.0,1
131,1.0,1
132,1.0,0
133,1.0,1
134,0.0,0
135,1.0,1
136,0.0,1
137,1.0,1
138,1.0,1
139,0.0,1
140,1.0,1
141,0.0,1
142,1.0,0
143,0.0,1
144,0.0,0
145,0.0,1
146,0.0,1
147,0.0,0
148,0.0,0
149,0.0,0
150,0.0,0
151,0.0,0
152,1.0,1
153,0.0,1
154,1.0,1
155,0.0,0
156,0.0,0
157,0.0,0
158,0.0,0
159,0.0,0
160,1.0,1
161,1.0,1
162,1.0,1
163,1.0,0
164,1.0,1
165,0.0,0
166,1.0,1
167,1.0,1
168,0.0,1
169,0.0,1
170,0.0,0
171,0.0,1
172,0.0,0
173,0.0,0
174,0.0,0
175,0.0,1
176,0.0,1
177,0.0,1
178,1.0,1
179,0.0,0
180,0.0,1
181,0.0,1
182,0.0,0
183,0.0,0
184,0.0,0
185,1.0,0
186,1.0,1
187,1.0,1
188,0.0,1
189,0.0,1
190,0.0,1
191,0.0,1
192,0.0,0
193,0.0,0
194,0.0,1
195,0.0,0
196,1.0,1
197,0.0,1
198,0.0,1
199,1.0,0
200,0.0,0
201,0.0,0
202,0.0,1
203,0.0,0
204,1.0,1
205,1.0,0
206,1.0,1
207,1.0,1
208,0.0,1
209,0.0,0
210,0.0,1
211,0.0,0
212,0.0,0
213,0.0,0
214,0.0,0
215,0.0,0
216,1.0,1
217,1.0,1
218,0.0,0
219,0.0,0
220,1.0,0
221,0.0,0
222,1.0,0
223,1.0,0
224,1.0,0
225,1.0,1
226,0.0,0
227,1.0,1
228,0.0,0
229,1.0,1
230,0.0,0
231,1.0,1
232,1.0,1
233,0.0,0
234,0.0,0
235,1.0,1
236,1.0,1
237,1.0,0
238,0.0,1
239,1.0,1
240,0.0,1
241,0.0,1
242,0.0,0
243,0.0,1
244,0.0,0
245,0.0,0
246,0.0,0
247,0.0,0
248,0.0,1
249,0.0,1
250,0.0,0
251,0.0,1
252,0.0,0
253,0.0,0
254,1.0,0
255,1.0,0
256,0.0,0
257,1.0,1
258,1.0,1
259,0.0,0
260,1.0,0
261,1.0,1
262,1.0,1
263,1.0,1
264,1.0,1
265,0.0,1
266,1.0,1
267,0.0,0
268,0.0,0
269,1.0,1
270,0.0,1
271,1.0,1
272,0.0,0
273,0.0,1
274,0.0,1
275,0.0,0
276,0.0,0
277,0.0,0
278,0.0,1
279,0.0,1
280,0.0,1
281,0.0,0
282,1.0,0
283,0.0,1
284,0.0,1
285,0.0,0
286,0.0,0
287,1.0,1
288,0.0,1
289,0.0,0
290,0.0,0
291,1.0,0
292,0.0,0
293,0.0,1
294,1.0,0
295,0.0,0
296,0.0,0
297,0.0,0
298,0.0,0
299,1.0,1
300,1.0,1
301,0.0,0
302,1.0,1
303,1.0,1
304,0.0,0
305,1.0,1
306,0.0,0
307,1.0,1
308,1.0,1
309,0.0,0
310,0.0,1
311,1.0,0
312,1.0,1
313,0.0,1
314,0.0,1
315,0.0,1
316,0.0,1
317,0.0,0
318,0.0,0
319,0.0,1
320,0.0,0
321,0.0,0
322,0.0,1
323,1.0,0
324,1.0,0
325,0.0,0
326,0.0,1
327,1.0,0
328,0.0,0
329,1.0,1
330,0.0,1
331,0.0,1
332,0.0,0
333,1.0,1
334,0.0,1
335,0.0,0
336,0.0,0
337,1.0,1
338,0.0,1
339,0.0,0
340,1.0,1
341,1.0,0
342,0.0,1
343,0.0,1
344,0.0,0
345,0.0,0
346,0.0,1
347,0.0,1
348,0.0,1
349,0.0,1
350,0.0,0
351,0.0,0
352,0.0,1
353,0.0,1
354,0.0,0
355,0.0,1
356,0.0,1
357,0.0,1
358,0.0,1
359,1.0,1
360,0.0,1
361,0.0,0
362,0.0,0
363,0.0,0
364,0.0,1
365,0.0,1
366,0.0,1
367,0.0,0
368,1.0,1
369,1.0,1
370,0.0,1
371,0.0,0
372,0.0,1
373,0.0,0
374,1.0,1
375,0.0,0
376,1.0,1
377,0.0,0
378,1.0,0
379,1.0,1
380,0.0,1
381,1.0,0
382,0.0,1
383,0.0,0
384,0.0,1
385,0.0,1
386,0.0,0
387,0.0,0
388,1.0,1
389,0.0,0
390,1.0,1
391,0.0,1
392,0.0,1
393,0.0,1
394,0.0,1
395,0.0,1
396,0.0,0
397,0.0,1
398,0.0,0
399,0.0,1
400,0.0,1
401,0.0,0
402,0.0,1
403,0.0,0
404,0.0,0
405,0.0,0
406,0.0,0
407,0.0,0
408,0.0,1
409,0.0,0
410,0.0,0
411,0.0,0
412,0.0,0
413,0.0,0
414,1.0,1
415,1.0,1
416,0.0,0
417,1.0,1
418,0.0,0
419,0.0,0
420,1.0,1
421,0.0,0
422,0.0,0
423,1.0,1
424,1.0,1
425,0.0,0
426,0.0,0
427,0.0,0
428,0.0,0
429,1.0,1
430,0.0,0
431,1.0,1
432,1.0,1
433,0.0,0
434,0.0,0
435,0.0,0
436,1.0,1
437,1.0,0
438,0.0,0
439,0.0,0
440,1.0,0
441,1.0,1
442,1.0,1
443,0.0,0
444,1.0,1
445,1.0,0
446,1.0,1
447,0.0,0
448,1.0,1
449,0.0,0
450,1.0,1
451,0.0,0
452,1.0,1
453,1.0,1
454,1.0,1
455,0.0,1
456,0.0,0
457,0.0,1
458,0.0,1
459,0.0,1
460,0.0,0
461,0.0,1
462,0.0,1
463,0.0,0
464,0.0,1
465,0.0,0
466,1.0,1
467,0.0,1
468,0.0,0
469,0.0,0
470,0.0,0
471,0.0,1
472,0.0,0
473,0.0,1
474,0.0,0
475,0.0,0
476,0.0,1
477,0.0,0
478,0.0,0
479,1.0,1
480,0.0,0
481,0.0,0
482,0.0,0
483,1.0,1
484,1.0,1
485,1.0,0
486,1.0,1
487,0.0,0
488,0.0,0
489,0.0,1
490,0.0,0
491,1.0,1
492,0.0,0
493,0.0,0
494,1.0,1
495,0.0,0
496,0.0,0
497,0.0,1
498,1.0,1
499,0.0,0
500,1.0,1
501,1.0,0
502,0.0,0
503,1.0,1
504,0.0,0
505,0.0,0
506,0.0,1
507,1.0,1
508,1.0,1
509,0.0,0
510,1.0,1
511,0.0,0
512,0.0,0
513,1.0,0
514,0.0,0
515,1.0,1
516,1.0,0
517,0.0,0
518,0.0,0
519,0.0,1
520,0.0,0
521,0.0,0
522,1.0,1
523,0.0,0
524,1.0,1
525,0.0,1
526,1.0,1
527,0.0,1
528,1.0,1
529,1.0,1
530,0.0,1
531,1.0,0
532,0.0,1
533,0.0,1
534,1.0,1
535,0.0,0
536,0.0,0
537,0.0,0
538,0.0,1
539,0.0,0
540,1.0,1
541,1.0,0
542,0.0,1
543,1.0,0
544,0.0,1
545,0.0,0
546,0.0,0
547,0.0,1
548,0.0,1
549,0.0,0
550,0.0,0
551,0.0,1
552,0.0,1
553,1.0,1
554,0.0,1
555,0.0,1
556,0.0,0
557,0.0,0
558,0.0,1
559,1.0,0
560,0.0,1
561,0.0,0
562,1.0,0
563,1.0,1
564,0.0,0
565,0.0,1
566,0.0,0
567,0.0,1
568,0.0,0
569,0.0,0
570,0.0,0
571,0.0,0
572,1.0,1
573,1.0,1
574,0.0,0
575,0.0,0
576,0.0,0
577,0.0,0
578,0.0,0
579,1.0,1
580,1.0,1
581,1.0,0
582,1.0,1
583,0.0,0
584,0.0,0
585,1.0,1
586,1.0,1
587,0.0,0
588,1.0,0
589,0.0,0
590,1.0,1
591,1.0,0
592,1.0,1
593,0.0,1
594,1.0,1
595,0.0,1
596,0.0,0
597,0.0,0
598,1.0,1
599,0.0,0
600,1.0,1
601,0.0,1
602,0.0,0
603,0.0,1
604,0.0,0
605,0.0,0
606,0.0,0
607,0.0,1
608,0.0,1
609,0.0,0
610,0.0,1
611,0.0,0
612,1.0,1
613,1.0,1
614,0.0,1
615,0.0,0
616,0.0,1
617,0.0,1
618,0.0,0
619,0.0,0
620,0.0,1
621,0.0,0
622,0.0,1
623,0.0,1
624,0.0,0
625,1.0,1
626,0.0,0
627,1.0,1
628,0.0,0
629,1.0,1
630,1.0,1
631,0.0,1
632,0.0,1
633,0.0,1
634,0.0,0
635,0.0,0
636,0.0,1
637,0.0,0
638,0.0,0
639,0.0,1
640,1.0,1
641,0.0,0
642,0.0,0
643,0.0,1
644,0.0,1
645,1.0,1
646,0.0,1
647,0.0,0
648,0.0,1
649,0.0,1
650,0.0,1
651,0.0,0
652,0.0,1
653,0.0,1
654,0.0,0
655,0.0,1
656,1.0,1
657,0.0,1
658,0.0,1
659,0.0,1
660,0.0,1
661,0.0,1
662,0.0,0
663,0.0,0
664,1.0,1
665,0.0,1
666,0.0,0
667,0.0,1
668,0.0,1
669,0.0,0
670,0.0,1
671,1.0,0
672,1.0,1
673,0.0,0
674,0.0,0
675,0.0,0
676,0.0,1
677,0.0,1
678,1.0,1
679,0.0,1
680,0.0,1
681,0.0,0
682,0.0,1
683,0.0,1
684,0.0,1
685,0.0,1
686,0.0,1
687,0.0,0
688,0.0,1
689,0.0,0
690,0.0,0
691,0.0,0
692,0.0,0
693,0.0,1
694,0.0,0
695,1.0,1
696,0.0,1
697,0.0,0
698,0.0,0
699,0.0,0
700,0.0,0
701,1.0,1
702,1.0,1
703,0.0,0
704,0.0,0
705,1.0,0
706,1.0,1
707,1.0,1
708,0.0,0
709,1.0,1
710,1.0,1
711,1.0,1
712,0.0,0
713,0.0,1
714,1.0,1
715,0.0,1
716,0.0,1
717,0.0,1
718,0.0,1
719,0.0,1
720,0.0,0
721,1.0,1
722,0.0,1
723,0.0,1
724,0.0,0
725,0.0,0
726,0.0,1
727,0.0,1
728,0.0,0
729,0.0,0
730,0.0,0
731,1.0,1
732,0.0,0
733,0.0,1
734,0.0,0
735,1.0,1
736,0.0,1
737,0.0,0
738,0.0,0
739,1.0,1
740,0.0,0
741,0.0,0
742,0.0,0
743,0.0,1
744,1.0,0
745,0.0,0
746,0.0,0
747,1.0,1
748,0.0,0
749,1.0,0
750,0.0,0
751,1.0,1
752,0.0,0
753,0.0,0
754,1.0,1
755,1.0,1
756,1.0,1
757,0.0,0
758,1.0,0
759,0.0,0
760,1.0,0
761,1.0,1
762,0.0,0
763,1.0,0
764,1.0,1
765,1.0,1
766,0.0,0
767,1.0,0
768,0.0,0
769,0.0,0
770,0.0,0
771,1.0,0
772,1.0,1
773,1.0,1
774,1.0,1
775,0.0,0
776,1.0,1
777,0.0,1
778,0.0,0
779,1.0,1
780,1.0,1
781,0.0,0
782,0.0,0
783,1.0,1
784,1.0,1
785,0.0,1
786,0.0,1
787,0.0,0
788,0.0,1
789,0.0,1
790,0.0,1
791,1.0,0
792,1.0,1
793,0.0,1
794,0.0,0
795,0.0,0
796,0.0,1
797,0.0,1
798,0.0,0
799,0.0,0
800,0.0,1
801,0.0,1
802,1.0,1
803,0.0,1
804,0.0,1
805,0.0,1
806,0.0,1
807,0.0,1
808,0.0,0
809,0.0,1
810,0.0,0
811,0.0,1
812,0.0,0
813,0.0,1
814,0.0,1
815,0.0,0
816,0.0,0
817,0.0,1
818,1.0,0
819,1.0,1
820,0.0,1
821,1.0,1
822,0.0,1
823,0.0,1
824,0.0,0
825,0.0,1
826,0.0,1
827,0.0,1
828,0.0,1
829,0.0,0
830,0.0,1
831,0.0,0
832,0.0,0
833,0.0,1
834,0.0,0
835,0.0,0
836,0.0,0
837,0.0,0
838,1.0,1
839,0.0,0
840,0.0,0
841,0.0,0
842,1.0,1
843,0.0,1
844,1.0,0
845,1.0,1
846,1.0,1
847,1.0,1
