,predictions,target
0,1.0,1
1,0.0,0
2,0.0,1
3,1.0,1
4,1.0,1
5,0.0,0
6,1.0,1
7,1.0,0
8,1.0,1
9,0.0,0
10,0.0,0
11,1.0,0
12,0.0,0
13,0.0,0
14,0.0,0
15,0.0,0
16,0.0,0
17,0.0,0
18,0.0,0
19,0.0,0
20,1.0,1
21,0.0,0
22,1.0,1
23,0.0,1
24,1.0,1
25,0.0,0
26,0.0,0
27,1.0,1
28,1.0,1
29,1.0,1
30,0.0,1
31,0.0,0
32,0.0,0
33,1.0,1
34,0.0,0
35,0.0,0
36,0.0,0
37,0.0,0
38,1.0,1
39,1.0,1
40,1.0,1
41,1.0,1
42,0.0,0
43,1.0,1
44,1.0,0
45,0.0,1
46,0.0,0
47,0.0,1
48,0.0,0
49,0.0,0
50,0.0,0
51,0.0,0
52,0.0,0
53,0.0,1
54,0.0,0
55,0.0,1
56,1.0,0
57,1.0,1
58,0.0,0
59,0.0,0
60,0.0,1
61,0.0,0
62,0.0,0
63,0.0,0
64,0.0,0
65,0.0,0
66,0.0,1
67,0.0,1
68,0.0,1
69,0.0,0
70,0.0,0
71,1.0,1
72,0.0,1
73,1.0,1
74,1.0,1
75,1.0,1
76,0.0,0
77,1.0,0
78,0.0,1
79,1.0,1
80,1.0,1
81,0.0,1
82,1.0,1
83,1.0,1
84,0.0,1
85,1.0,1
86,1.0,1
87,1.0,0
88,0.0,1
89,1.0,1
90,0.0,0
91,0.0,0
92,0.0,0
93,0.0,1
94,1.0,1
95,0.0,1
96,1.0,1
97,1.0,1
98,0.0,0
99,0.0,0
100,1.0,0
101,0.0,0
102,1.0,1
103,1.0,1
104,0.0,0
105,0.0,0
106,0.0,0
107,1.0,1
108,0.0,1
109,0.0,0
110,0.0,0
111,1.0,1
112,1.0,1
113,0.0,1
114,1.0,1
115,1.0,1
116,0.0,0
117,1.0,1
118,0.0,0
119,0.0,0
120,1.0,1
121,0.0,0
122,1.0,1
123,0.0,0
124,1.0,1
125,1.0,1
126,1.0,1
127,1.0,1
128,0.0,0
129,1.0,1
130,1.0,1
131,0.0,0
132,1.0,1
133,0.0,0
134,1.0,1
135,1.0,0
136,0.0,0
137,1.0,1
138,0.0,0
139,0.0,0
140,1.0,0
141,1.0,1
142,1.0,1
143,1.0,0
144,0.0,0
145,1.0,0
146,1.0,1
147,0.0,0
148,1.0,1
149,0.0,0
150,0.0,0
151,0.0,0
152,0.0,0
153,0.0,0
154,0.0,0
155,1.0,1
156,0.0,0
157,0.0,1
158,1.0,1
159,1.0,1
160,0.0,1
161,1.0,0
162,0.0,0
163,0.0,1
164,0.0,1
165,1.0,1
166,1.0,0
167,0.0,0
168,0.0,0
169,0.0,0
170,1.0,0
171,0.0,0
172,1.0,1
173,0.0,0
174,1.0,1
175,1.0,0
176,0.0,1
177,0.0,0
178,1.0,1
179,1.0,0
180,1.0,0
181,1.0,1
182,0.0,0
183,0.0,0
184,1.0,0
185,0.0,0
186,0.0,0
187,0.0,0
188,1.0,1
189,1.0,1
190,1.0,1
191,1.0,0
192,0.0,0
193,0.0,0
194,1.0,1
195,0.0,1
196,1.0,1
197,0.0,1
198,0.0,0
199,1.0,1
200,0.0,1
201,0.0,0
202,1.0,1
203,0.0,0
204,1.0,1
205,1.0,1
