,predictions,target
0,1.0,0
1,1.0,1
2,1.0,0
3,1.0,1
4,1.0,1
5,1.0,0
6,1.0,0
7,1.0,1
8,1.0,0
9,1.0,1
10,1.0,1
11,1.0,0
12,0.0,1
13,1.0,1
14,1.0,1
15,1.0,1
16,1.0,1
17,1.0,1
18,1.0,1
19,1.0,0
20,1.0,0
21,1.0,1
22,1.0,0
23,1.0,0
24,1.0,1
25,1.0,0
26,0.0,1
27,1.0,0
28,1.0,0
29,1.0,0
30,1.0,1
31,1.0,1
32,1.0,1
33,1.0,1
34,1.0,1
35,1.0,1
36,1.0,0
37,1.0,1
38,1.0,1
39,1.0,0
40,0.0,1
41,1.0,1
42,1.0,1
43,1.0,1
44,1.0,0
45,1.0,1
46,1.0,0
47,1.0,0
48,1.0,0
49,1.0,1
50,1.0,0
51,0.0,0
52,1.0,0
53,0.0,1
54,1.0,1
55,1.0,1
56,0.0,1
57,0.0,0
58,1.0,1
59,1.0,1
60,1.0,1
61,0.0,1
62,1.0,1
63,1.0,1
64,0.0,1
65,0.0,0
66,1.0,1
67,1.0,1
68,1.0,1
69,1.0,1
70,1.0,0
71,0.0,1
72,1.0,1
73,1.0,0
74,1.0,1
75,1.0,0
76,0.0,0
77,0.0,1
78,1.0,1
79,0.0,0
80,1.0,0
81,1.0,1
82,1.0,1
83,1.0,0
84,1.0,1
85,1.0,1
86,1.0,1
87,1.0,0
88,1.0,0
89,1.0,0
90,0.0,1
91,1.0,1
92,1.0,1
93,1.0,1
94,0.0,1
95,1.0,1
96,0.0,1
97,1.0,1
98,0.0,1
99,1.0,1
100,0.0,1
101,1.0,1
102,0.0,1
103,1.0,1
104,1.0,1
105,1.0,1
106,1.0,1
107,1.0,1
108,0.0,1
109,1.0,1
110,1.0,1
111,1.0,0
112,1.0,1
113,1.0,1
114,1.0,1
115,1.0,1
116,1.0,1
117,1.0,1
118,1.0,1
119,1.0,1
120,1.0,1
121,1.0,1
122,1.0,0
123,1.0,1
124,1.0,1
125,1.0,1
126,1.0,1
127,1.0,1
128,1.0,1
129,1.0,1
130,1.0,1
131,1.0,1
132,1.0,1
133,1.0,1
134,1.0,1
135,1.0,1
136,1.0,1
137,1.0,1
138,1.0,0
139,0.0,0
140,1.0,1
141,1.0,1
142,0.0,1
143,1.0,1
144,0.0,1
145,1.0,1
146,0.0,1
147,1.0,0
148,1.0,1
149,0.0,1
150,1.0,1
151,0.0,1
152,0.0,1
153,1.0,1
154,1.0,1
155,1.0,1
156,1.0,1
157,1.0,0
158,0.0,1
159,1.0,0
160,0.0,0
161,1.0,0
162,0.0,1
163,1.0,1
164,1.0,1
165,1.0,1
166,1.0,1
167,0.0,1
168,1.0,1
169,1.0,1
170,0.0,1
171,1.0,0
172,1.0,1
173,1.0,1
174,0.0,1
175,0.0,1
176,1.0,1
177,1.0,1
178,0.0,1
179,1.0,1
