,predictions,target
0,1.0,1
1,0.0,1
2,1.0,1
3,0.0,0
4,0.0,0
5,1.0,1
6,1.0,1
7,1.0,1
8,1.0,1
9,0.0,1
10,0.0,0
11,1.0,0
12,1.0,1
13,1.0,1
14,1.0,1
15,1.0,0
16,1.0,1
17,0.0,0
18,1.0,1
19,0.0,0
20,0.0,0
21,1.0,1
22,0.0,0
23,1.0,1
24,0.0,1
25,1.0,0
26,1.0,0
27,0.0,0
28,1.0,1
29,0.0,0
30,0.0,0
31,0.0,0
32,0.0,0
33,0.0,1
34,0.0,0
35,0.0,0
36,1.0,1
37,1.0,1
38,0.0,0
39,1.0,1
40,0.0,0
41,1.0,1
42,0.0,0
43,0.0,0
44,1.0,1
45,0.0,0
46,1.0,1
47,1.0,1
48,1.0,1
49,1.0,1
50,1.0,0
51,1.0,1
52,1.0,0
53,0.0,0
54,0.0,0
55,0.0,0
56,1.0,1
57,1.0,1
58,0.0,0
59,1.0,1
60,1.0,1
61,0.0,0
62,1.0,1
63,1.0,1
64,0.0,0
65,0.0,0
66,0.0,0
67,1.0,1
68,0.0,0
69,0.0,1
70,1.0,1
71,1.0,1
72,1.0,1
73,1.0,1
74,1.0,1
75,0.0,0
76,0.0,0
77,1.0,1
78,1.0,1
79,1.0,1
80,1.0,0
81,1.0,1
82,0.0,0
83,1.0,1
84,1.0,1
85,0.0,0
86,0.0,0
87,0.0,0
88,0.0,0
89,1.0,1
90,1.0,1
91,1.0,1
92,1.0,1
93,0.0,0
94,1.0,1
95,1.0,1
96,0.0,0
97,1.0,1
98,1.0,1
99,0.0,0
100,1.0,0
101,1.0,1
102,0.0,0
103,0.0,0
104,0.0,1
105,1.0,0
106,1.0,1
107,1.0,0
108,1.0,1
109,0.0,0
110,0.0,0
111,1.0,1
112,1.0,0
113,1.0,1
114,1.0,1
115,1.0,1
116,0.0,1
117,1.0,0
118,0.0,0
119,0.0,0
120,1.0,1
121,1.0,0
122,0.0,0
123,1.0,1
124,0.0,1
125,1.0,1
126,0.0,0
127,0.0,0
128,1.0,0
129,1.0,1
130,1.0,0
131,1.0,1
132,0.0,1
133,0.0,0
134,1.0,0
135,1.0,1
136,1.0,1
137,0.0,1
138,1.0,0
139,1.0,1
140,1.0,1
141,0.0,0
142,1.0,0
143,1.0,1
144,0.0,0
145,0.0,0
146,1.0,0
147,1.0,0
148,1.0,0
149,1.0,0
150,0.0,0
151,1.0,1
152,0.0,0
153,0.0,0
154,1.0,0
155,0.0,0
156,1.0,0
157,1.0,1
158,0.0,0
159,1.0,1
160,1.0,0
161,1.0,1
162,1.0,1
163,1.0,1
164,1.0,1
165,0.0,0
166,1.0,1
167,0.0,0
168,0.0,1
169,1.0,0
170,0.0,1
171,1.0,1
172,1.0,1
173,1.0,1
174,0.0,1
175,0.0,0
176,0.0,0
177,1.0,1
178,1.0,0
179,1.0,1
180,1.0,1
181,1.0,0
182,0.0,1
183,1.0,1
184,0.0,0
185,0.0,0
186,1.0,1
187,0.0,0
188,1.0,1
189,0.0,0
190,1.0,1
191,0.0,0
192,0.0,0
193,0.0,0
194,1.0,1
195,1.0,1
196,0.0,0
197,0.0,0
198,1.0,1
199,0.0,0
200,1.0,0
201,0.0,0
202,1.0,1
203,1.0,1
204,0.0,0
205,1.0,0
206,0.0,0
207,1.0,1
208,1.0,1
209,1.0,0
210,0.0,0
211,0.0,0
212,1.0,0
213,0.0,0
214,1.0,1
215,0.0,0
216,0.0,0
217,1.0,0
218,1.0,1
219,1.0,0
220,1.0,1
221,0.0,0
222,1.0,1
223,1.0,1
224,1.0,1
225,1.0,1
226,0.0,0
227,1.0,1
228,1.0,0
229,1.0,1
230,0.0,0
231,1.0,1
232,1.0,1
233,0.0,0
234,0.0,0
235,1.0,1
236,0.0,0
237,1.0,1
238,1.0,1
239,1.0,1
240,0.0,1
241,0.0,0
