,predictions,target
0,0.0,1
1,1.0,0
2,0.0,1
3,0.0,0
4,1.0,1
5,1.0,1
6,1.0,1
7,0.0,0
8,1.0,1
9,0.0,1
10,0.0,1
11,1.0,1
12,0.0,1
13,1.0,0
14,0.0,0
15,1.0,0
16,0.0,0
17,0.0,0
18,1.0,1
19,0.0,1
20,1.0,1
21,1.0,1
22,0.0,1
23,1.0,0
24,1.0,0
25,0.0,0
26,0.0,0
27,1.0,0
28,0.0,0
29,1.0,1
30,0.0,0
31,1.0,1
32,1.0,1
33,1.0,1
34,0.0,0
35,1.0,1
36,0.0,0
37,1.0,1
38,1.0,1
39,1.0,0
40,0.0,1
41,1.0,1
42,0.0,1
43,1.0,1
44,1.0,1
45,0.0,1
46,0.0,0
47,1.0,1
48,0.0,0
49,1.0,0
50,1.0,1
51,0.0,0
52,0.0,0
53,0.0,1
54,1.0,0
55,0.0,0
56,0.0,1
57,1.0,1
58,0.0,0
59,0.0,0
60,0.0,0
61,1.0,0
62,1.0,1
63,1.0,1
64,1.0,0
65,1.0,0
66,0.0,0
67,0.0,0
68,1.0,1
69,1.0,1
70,1.0,1
71,0.0,0
72,1.0,1
73,1.0,0
74,0.0,1
75,1.0,1
76,0.0,0
77,1.0,1
78,1.0,1
79,1.0,1
80,1.0,1
81,1.0,1
82,0.0,0
83,0.0,0
84,1.0,0
85,1.0,1
86,1.0,1
87,1.0,1
88,1.0,1
89,0.0,1
90,1.0,1
91,1.0,1
92,0.0,0
93,1.0,0
94,1.0,1
95,1.0,1
96,1.0,1
97,0.0,0
98,1.0,1
99,1.0,1
100,0.0,1
101,1.0,1
102,1.0,1
103,1.0,0
104,1.0,1
105,1.0,1
106,1.0,1
107,1.0,0
108,0.0,0
109,0.0,0
110,1.0,1
111,1.0,1
112,1.0,1
113,0.0,0
114,1.0,1
115,0.0,0
116,1.0,1
117,0.0,0
118,1.0,0
119,0.0,0
120,1.0,0
121,1.0,1
122,1.0,1
123,0.0,0
124,1.0,1
125,0.0,0
126,1.0,1
127,0.0,1
128,1.0,0
129,0.0,0
130,0.0,0
131,0.0,0
132,1.0,0
133,1.0,1
134,0.0,0
135,0.0,1
136,1.0,0
137,1.0,1
138,1.0,1
139,1.0,1
140,1.0,1
141,0.0,0
142,1.0,1
143,1.0,0
144,1.0,0
145,1.0,1
146,1.0,1
147,1.0,1
148,1.0,1
149,0.0,0
150,1.0,1
151,1.0,1
152,1.0,1
153,1.0,1
154,1.0,1
155,0.0,0
156,0.0,0
157,1.0,1
158,0.0,0
159,1.0,1
160,1.0,1
161,1.0,0
162,1.0,1
163,0.0,0
164,0.0,0
165,0.0,0
166,1.0,0
167,0.0,0
168,0.0,1
169,0.0,0
170,0.0,0
171,0.0,0
172,1.0,1
173,1.0,0
174,0.0,0
175,0.0,0
176,1.0,1
177,1.0,1
178,1.0,1
179,0.0,0
180,1.0,1
181,1.0,1
182,1.0,1
183,1.0,0
184,0.0,0
185,0.0,0
186,1.0,1
187,1.0,1
188,1.0,1
189,1.0,1
190,0.0,1
191,1.0,1
192,1.0,1
193,1.0,0
194,1.0,1
195,1.0,1
196,0.0,0
197,0.0,1
198,0.0,0
199,0.0,0
200,1.0,0
201,1.0,1
202,0.0,0
203,1.0,1
204,1.0,0
205,0.0,0
206,1.0,1
207,1.0,1
208,0.0,1
209,1.0,1
210,1.0,1
211,0.0,0
212,0.0,0
213,0.0,0
214,1.0,1
215,0.0,0
216,1.0,1
217,1.0,0
218,1.0,1
219,1.0,1
220,0.0,0
221,1.0,1
222,0.0,1
223,1.0,1
224,0.0,0
225,1.0,1
226,1.0,1
227,1.0,1
228,1.0,1
229,1.0,1
230,1.0,1
231,0.0,0
232,0.0,0
233,1.0,1
234,0.0,0
235,0.0,0
236,0.0,1
237,1.0,1
238,0.0,0
239,1.0,1
240,1.0,1
241,0.0,0
242,0.0,0
243,1.0,1
244,0.0,0
245,1.0,1
246,0.0,1
247,0.0,0
248,1.0,1
249,0.0,0
250,0.0,1
251,0.0,0
252,1.0,1
253,1.0,1
254,0.0,0
255,1.0,1
256,0.0,0
257,0.0,1
258,1.0,1
259,1.0,1
260,0.0,0
261,1.0,1
262,0.0,0
263,1.0,1
264,0.0,0
265,1.0,1
266,1.0,0
267,1.0,1
268,1.0,1
269,1.0,1
270,1.0,1
271,0.0,0
272,1.0,1
273,0.0,0
274,1.0,1
275,1.0,1
276,0.0,0
277,1.0,1
278,1.0,1
279,0.0,0
280,1.0,1
281,0.0,1
282,1.0,1
283,1.0,1
284,1.0,1
285,1.0,1
286,0.0,1
287,0.0,1
288,0.0,0
289,0.0,0
290,1.0,1
291,0.0,0
292,1.0,1
293,0.0,0
294,1.0,1
295,0.0,0
296,1.0,1
297,0.0,0
298,1.0,0
299,0.0,0
300,0.0,1
301,0.0,0
302,0.0,1
303,1.0,1
304,1.0,1
305,1.0,1
306,0.0,0
307,0.0,0
308,0.0,1
309,1.0,1
310,0.0,0
311,0.0,0
312,1.0,1
313,0.0,0
314,1.0,1
315,1.0,1
316,0.0,0
317,1.0,1
318,0.0,0
319,1.0,1
320,0.0,1
321,0.0,0
322,1.0,1
323,0.0,0
324,0.0,0
325,1.0,1
326,0.0,0
327,0.0,0
328,1.0,1
329,1.0,0
330,0.0,0
331,0.0,0
332,0.0,0
333,1.0,1
334,0.0,0
335,1.0,0
336,0.0,0
337,1.0,0
338,1.0,0
339,1.0,1
340,0.0,0
341,0.0,1
342,0.0,0
343,1.0,1
344,1.0,1
345,1.0,0
346,0.0,0
347,1.0,1
348,1.0,1
349,1.0,1
350,0.0,1
351,1.0,1
352,0.0,0
353,0.0,0
354,0.0,0
355,0.0,1
356,1.0,1
357,1.0,1
358,0.0,0
359,1.0,1
360,1.0,1
361,1.0,1
362,0.0,0
363,1.0,1
364,0.0,0
365,1.0,1
366,0.0,0
367,1.0,1
368,1.0,0
369,0.0,0
370,0.0,0
371,0.0,0
372,1.0,1
373,0.0,1
374,1.0,1
375,1.0,1
376,0.0,0
377,1.0,0
378,0.0,0
379,0.0,0
380,1.0,1
381,1.0,1
382,1.0,1
383,1.0,1
384,0.0,0
385,1.0,0
386,1.0,1
387,1.0,0
388,0.0,1
389,1.0,1
390,0.0,0
391,1.0,1
392,1.0,1
393,0.0,0
394,0.0,0
395,1.0,1
396,0.0,0
397,0.0,1
398,1.0,1
399,0.0,0
400,1.0,0
401,1.0,0
402,1.0,0
403,0.0,0
404,0.0,0
405,0.0,1
406,0.0,0
407,1.0,1
408,0.0,1
409,0.0,0
410,0.0,0
411,0.0,0
412,1.0,1
413,1.0,1
414,1.0,0
415,1.0,1
416,1.0,0
417,0.0,0
418,0.0,0
419,0.0,0
420,1.0,1
421,0.0,0
422,0.0,0
423,1.0,0
424,0.0,0
425,1.0,1
426,1.0,1
427,1.0,1
428,0.0,0
429,1.0,0
430,0.0,0
431,1.0,1
432,0.0,0
433,0.0,0
434,1.0,1
435,0.0,0
436,0.0,0
437,0.0,1
438,0.0,1
439,0.0,0
440,1.0,1
441,1.0,0
442,0.0,1
443,0.0,1
444,1.0,1
445,0.0,0
446,0.0,0
447,1.0,1
448,1.0,1
449,1.0,1
450,1.0,0
451,0.0,0
452,1.0,1
453,1.0,1
454,0.0,1
455,1.0,1
456,1.0,1
457,1.0,0
458,1.0,1
459,1.0,1
460,1.0,0
461,1.0,1
462,1.0,1
463,0.0,0
464,1.0,1
465,0.0,0
466,1.0,1
467,0.0,0
468,0.0,0
469,0.0,0
470,1.0,1
471,1.0,1
472,1.0,1
473,0.0,0
474,1.0,0
475,1.0,1
476,1.0,1
477,1.0,1
478,0.0,1
479,0.0,1
480,0.0,1
481,0.0,1
482,1.0,1
483,0.0,0
484,1.0,1
485,1.0,1
486,0.0,0
487,1.0,1
488,1.0,1
489,1.0,0
490,1.0,1
491,1.0,1
492,0.0,1
493,1.0,1
494,1.0,1
495,0.0,0
496,0.0,0
497,0.0,0
498,0.0,0
499,1.0,1
500,1.0,1
501,1.0,1
502,0.0,0
503,0.0,1
504,1.0,0
505,0.0,1
506,0.0,1
507,0.0,0
508,0.0,0
509,1.0,1
510,1.0,1
511,1.0,0
512,1.0,0
513,1.0,1
514,1.0,1
515,0.0,0
516,1.0,1
517,1.0,1
518,0.0,0
519,0.0,0
520,1.0,1
521,1.0,1
522,1.0,1
523,1.0,1
524,1.0,1
525,1.0,1
526,1.0,0
527,1.0,1
528,1.0,0
529,0.0,1
530,0.0,0
531,1.0,1
532,1.0,1
533,0.0,0
534,0.0,0
535,0.0,0
536,0.0,0
537,0.0,1
538,1.0,1
539,0.0,0
540,1.0,0
541,1.0,1
542,1.0,0
543,0.0,0
544,1.0,1
545,1.0,1
546,0.0,0
547,1.0,1
548,0.0,1
549,1.0,1
550,1.0,1
551,1.0,0
552,1.0,1
553,1.0,1
554,1.0,1
555,1.0,1
556,0.0,0
557,1.0,0
558,0.0,1
559,0.0,0
560,1.0,1
561,0.0,0
562,1.0,1
563,1.0,1
564,1.0,1
565,0.0,0
566,1.0,1
567,1.0,1
568,1.0,1
569,1.0,1
570,0.0,0
571,0.0,0
572,1.0,1
573,0.0,0
574,1.0,0
575,0.0,0
576,1.0,1
577,0.0,0
578,1.0,0
579,0.0,0
580,0.0,0
581,1.0,1
582,0.0,0
583,1.0,1
584,1.0,0
585,0.0,1
586,0.0,0
587,0.0,0
588,1.0,1
589,1.0,0
590,1.0,1
591,1.0,1
592,1.0,0
593,1.0,1
594,0.0,0
595,0.0,0
596,0.0,0
597,1.0,0
598,1.0,1
599,0.0,0
600,0.0,0
601,1.0,1
602,1.0,1
603,0.0,0
604,1.0,1
605,1.0,1
606,0.0,0
607,0.0,0
608,0.0,0
609,1.0,1
610,1.0,1
611,0.0,0
612,0.0,0
613,0.0,0
614,1.0,1
615,1.0,1
616,1.0,0
617,1.0,0
618,1.0,0
619,1.0,1
620,0.0,1
621,0.0,1
622,1.0,1
623,0.0,0
624,1.0,0
625,1.0,1
626,0.0,0
627,0.0,0
628,0.0,0
629,0.0,0
630,1.0,1
631,0.0,0
632,1.0,1
633,0.0,0
634,0.0,0
635,0.0,1
636,0.0,0
637,0.0,0
638,1.0,1
639,1.0,0
640,0.0,0
641,0.0,0
642,0.0,0
643,0.0,0
644,0.0,0
645,0.0,0
646,1.0,1
647,0.0,0
648,1.0,1
649,0.0,0
650,1.0,1
651,1.0,1
652,1.0,1
653,0.0,0
654,0.0,0
655,1.0,0
656,1.0,1
657,1.0,1
658,0.0,0
659,1.0,1
660,0.0,1
661,0.0,0
662,1.0,1
663,1.0,1
664,0.0,0
665,1.0,1
666,1.0,1
667,1.0,0
668,1.0,1
669,1.0,0
670,0.0,0
671,0.0,0
672,1.0,0
673,1.0,1
674,1.0,1
675,0.0,0
676,0.0,0
677,1.0,1
678,0.0,0
679,0.0,0
680,1.0,1
681,0.0,0
682,1.0,1
683,1.0,1
684,1.0,0
685,1.0,1
686,0.0,0
687,0.0,0
688,1.0,1
689,1.0,1
690,0.0,0
691,0.0,0
692,0.0,1
693,1.0,1
694,0.0,0
695,0.0,0
696,0.0,0
697,1.0,0
698,1.0,1
699,0.0,0
700,0.0,0
701,0.0,1
702,1.0,1
703,0.0,0
704,1.0,1
705,1.0,1
706,1.0,1
707,1.0,1
708,1.0,0
709,0.0,0
710,1.0,1
711,1.0,1
712,1.0,1
713,0.0,0
714,0.0,1
715,1.0,1
716,1.0,1
717,0.0,0
718,0.0,0
719,1.0,1
720,1.0,1
721,1.0,1
722,1.0,1
723,1.0,1
724,1.0,1
725,0.0,0
726,1.0,1
727,1.0,1
728,1.0,1
729,1.0,1
730,0.0,1
731,1.0,1
732,1.0,1
733,0.0,0
734,0.0,0
735,0.0,0
736,1.0,1
737,0.0,0
738,0.0,0
739,0.0,0
740,1.0,1
741,0.0,0
742,1.0,1
743,1.0,0
744,1.0,1
745,1.0,1
746,1.0,1
747,0.0,1
748,0.0,0
749,1.0,1
750,0.0,0
751,1.0,1
752,1.0,1
753,1.0,1
754,1.0,1
755,1.0,1
756,1.0,1
757,1.0,1
758,1.0,1
759,0.0,0
760,1.0,1
761,1.0,0
762,0.0,0
763,0.0,0
764,1.0,0
765,0.0,0
766,1.0,0
767,0.0,0
768,1.0,1
769,0.0,0
770,1.0,1
771,0.0,0
772,0.0,0
773,0.0,0
774,0.0,1
775,0.0,0
776,0.0,0
777,0.0,0
778,0.0,0
779,0.0,1
780,1.0,0
781,0.0,0
782,1.0,1
783,0.0,0
784,1.0,1
785,1.0,1
786,0.0,0
787,0.0,0
788,0.0,0
789,0.0,0
790,1.0,1
791,1.0,1
792,1.0,1
793,1.0,0
794,0.0,1
795,1.0,1
796,1.0,1
797,0.0,1
798,1.0,1
799,0.0,0
800,1.0,1
801,1.0,1
802,0.0,1
803,1.0,1
804,1.0,0
805,0.0,1
806,0.0,1
807,1.0,1
808,0.0,0
809,1.0,1
810,1.0,0
811,0.0,0
812,0.0,0
813,1.0,1
814,0.0,0
815,0.0,0
816,1.0,1
817,0.0,0
818,1.0,1
819,1.0,1
820,1.0,1
821,0.0,1
822,0.0,1
823,0.0,0
824,1.0,1
825,0.0,0
826,0.0,0
827,0.0,1
828,0.0,0
829,1.0,1
830,0.0,0
831,1.0,1
832,0.0,0
833,0.0,0
834,1.0,1
835,0.0,0
836,1.0,0
837,0.0,0
838,1.0,1
839,1.0,1
840,0.0,0
841,1.0,1
842,0.0,1
843,1.0,1
844,1.0,1
845,0.0,0
846,1.0,1
847,0.0,0
848,0.0,0
849,1.0,1
850,0.0,1
851,1.0,1
852,1.0,1
853,0.0,0
854,1.0,1
855,0.0,0
856,0.0,1
857,0.0,0
858,0.0,0
859,0.0,0
860,1.0,1
861,1.0,1
862,1.0,0
863,0.0,1
864,0.0,1
865,1.0,1
866,0.0,1
867,1.0,1
868,1.0,0
869,1.0,1
870,0.0,0
871,1.0,1
872,1.0,1
873,0.0,0
874,1.0,0
875,1.0,0
876,1.0,1
877,1.0,1
878,1.0,1
879,0.0,0
880,1.0,1
