,predictions,target
0,0.0,1
1,1.0,1
2,1.0,1
3,1.0,1
4,0.0,0
5,1.0,1
6,1.0,1
7,1.0,1
8,0.0,0
9,0.0,1
10,0.0,0
11,1.0,1
12,1.0,0
13,1.0,1
14,0.0,1
15,1.0,1
16,1.0,1
17,0.0,0
18,0.0,0
19,0.0,0
20,1.0,1
21,0.0,0
22,0.0,0
23,1.0,1
24,1.0,1
25,1.0,1
26,1.0,1
27,0.0,0
28,0.0,0
29,1.0,1
30,1.0,1
31,0.0,0
32,1.0,1
33,0.0,0
34,0.0,0
35,1.0,1
36,0.0,0
37,1.0,1
38,0.0,0
39,1.0,1
40,1.0,1
41,1.0,1
42,0.0,0
43,0.0,0
44,0.0,0
45,1.0,1
46,0.0,0
47,0.0,0
48,1.0,1
49,1.0,1
50,1.0,0
51,0.0,0
52,1.0,1
53,1.0,0
54,0.0,0
55,1.0,1
56,0.0,0
57,1.0,1
58,0.0,0
59,1.0,1
60,0.0,0
61,1.0,1
62,0.0,1
63,0.0,0
64,1.0,1
65,1.0,1
66,0.0,0
67,0.0,0
68,0.0,0
69,1.0,1
70,0.0,0
71,0.0,0
72,1.0,1
73,1.0,1
74,1.0,1
75,1.0,0
76,1.0,1
77,0.0,0
78,1.0,1
79,0.0,1
80,1.0,1
81,1.0,1
82,1.0,1
83,1.0,1
84,0.0,0
85,0.0,1
86,0.0,0
87,0.0,0
88,0.0,0
89,1.0,1
90,1.0,1
91,1.0,1
92,0.0,0
93,0.0,0
94,0.0,1
95,0.0,0
96,0.0,1
97,0.0,0
98,0.0,0
99,0.0,0
100,0.0,0
101,0.0,0
102,0.0,0
103,0.0,0
104,1.0,1
105,1.0,1
106,1.0,1
107,1.0,1
108,0.0,1
109,1.0,1
110,1.0,1
111,1.0,1
112,1.0,1
113,0.0,1
114,0.0,0
115,0.0,0
116,0.0,0
117,1.0,1
118,1.0,1
119,0.0,1
120,1.0,1
121,1.0,1
122,0.0,0
123,0.0,0
124,0.0,0
125,0.0,0
126,1.0,1
127,1.0,1
128,1.0,1
129,0.0,0
130,1.0,1
131,1.0,1
132,1.0,1
133,0.0,0
134,1.0,1
135,0.0,0
136,0.0,0
137,0.0,0
138,0.0,0
139,1.0,1
140,1.0,1
141,1.0,1
142,1.0,1
143,1.0,1
144,1.0,0
145,0.0,0
146,0.0,0
147,1.0,1
